fid,category,gewas,gewascode,jaar,status,GDB_GEOMAT,layer,path,z_mean,mergedcrop,Z_DSM_mean,compaction,slope_mean,count_pix,sum,mean
14,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.906602731,7.723397738,0.906602731,3,0.330352303,19309,-13161.03667,-0.681601153
15,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.179725887,4.083340865,0.179725887,4,0.334459866,10207,462.9293401,0.045354104
17,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.285186792,10.08298674,0.285186792,3.963190184,0.566383537,25204,-1516.689428,-0.060176537
18,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.02498867,7.208903916,0.02498867,3.313043478,0.726400894,18022,3730.391463,0.206990981
19,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.962563449,2.640394355,-0.962563449,4,0.557571242,6601,8080.09621,1.224071536
20,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-1.751938329,4.929902161,-1.751938329,4,0.823886784,12321,24421.88882,1.982135283
22,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.567000867,4.493321453,-0.567000867,3.361111111,0.328167528,11232,8895.754291,0.792000916
23,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.230089055,3.210107923,-0.230089055,4,0.404602569,8031,3654.864767,0.455094604
24,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-1.082377276,3.080931672,-1.082377276,4,0.959228629,7702,10070.20237,1.307478885
25,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.089134157,2.709529681,-0.089134157,3,0.47418121,6772,2127.317322,0.314134277
26,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.29877078,15.57179542,0.29877078,5,0.335026424,38923,-2871.368225,-0.073770476
27,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.057106548,4.469060735,-0.057106548,16.81428571,0.375557889,11175,3152.540685,0.282106549
28,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.088042857,3.972330899,-0.088042857,33.19354839,0.547772886,9929,3109.838632,0.313207637
29,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.738215442,1.369683843,-0.738215442,3,0.802658716,3423,3424.26613,1.000369889
30,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-1.040904971,1.663877409,-1.040904971,4,2.023319514,4161,5267.887052,1.266014672
31,Bouwland,"Aardappelen, poot NAK",2015,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.252721379,5.277266808,-0.252721379,3.523809524,0.324517064,13190,6359.41458,0.482139089
32,Bouwland,"Aardappelen, poot NAK",2015,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.216754098,0.014115178,-0.216754098,3,2.456517223,37,16.34491801,0.441754541
33,Bouwland,"Aardappelen, poot NAK",2015,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.45070677,0.975947457,-0.45070677,3,0.444149591,2439,1648.336406,0.675824685
34,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.843237409,2.722443317,-0.843237409,4,0.366496833,6804,7268.30475,1.068239969
35,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.61533022,11.46368329,0.61533022,17.8021978,0.287280213,28657,-11112.18889,-0.387765254
36,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.006554354,12.62535135,-0.006554354,7.98019802,0.455502035,31560,7308.062356,0.231560911
38,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.496530337,4.300266124,0.496530337,16.81428571,0.295861971,10750,-2918.810489,-0.271517255
40,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.158164023,0.026190938,-0.158164023,3.336064974,2.330688223,65,24.90636954,0.383174916
41,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.003240616,16.0388207,-0.003240616,4,0.240030352,40096,9151.718124,0.228245165
42,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,1.288947499,1.341569824,1.288947499,167.0909091,0.693417317,3353,-3567.037013,-1.063834481
43,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.38974842,3.98304276,-0.38974842,4,0.671161724,9950,6116.750731,0.614748817
44,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.073952112,3.404992951,-0.073952112,3.037037037,0.627405819,8510,2577.07878,0.302829469
46,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.203579095,17.10583773,-0.203579095,6.687272727,0.384348041,42759,18341.07358,0.428940658
47,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.93847839,3.815359046,-0.93847839,74.078125,0.887967734,9540,11251.42225,1.179394366
50,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.775406594,15.09480127,0.775406594,3,0.287420147,37739,-20771.32478,-0.550394149
51,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.898577445,9.785676987,0.898577445,3,0.286142876,24463,-16477.72382,-0.673577395
53,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.369205154,13.14895965,-0.369205154,7.380487805,0.383448433,32871,19533.02874,0.594232872
54,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.159077503,10.81950417,-0.159077503,8.603448276,0.369469799,27042,12450.92531,0.460429159
55,Bouwland,"Aardappelen, bestrijdingsmaatregel AM",2025,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,1.157230899,12.5877939,1.157230899,21.67326733,0.359967433,31471,-29337.70948,-0.932214085
56,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-1.292392053,1.666544479,-1.292392053,2,0.532074499,4170,6455.727812,1.548136166
57,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.278048279,0.000664659,0.278048279,3,4.593802333,1.661550607,-0.088100963,-0.05302334
58,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.654465471,4.954207724,-0.654465471,4,0.665903384,12386,10894.37846,0.879571973
59,Bouwland,"Aardappelen, poot NAK",2015,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.139810509,2.538858275,0.139810509,3.925,0.413977519,6347,540.8629897,0.085215533
60,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.15919997,18.53732888,-0.15919997,3.272108844,0.389152359,46339,17806.02522,0.384255707
61,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.033412729,4.034938303,-0.033412729,3,0.635222446,10089,2607.813623,0.258480882
63,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.71381019,10.5529444,0.71381019,106.5574713,0.321129336,26351,-12859.24907,-0.487998523
64,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.202771534,10.60117049,0.202771534,3,0.348386849,26493,589.1014074,0.022236115
65,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,2.753796396,0.574562182,2.753796396,901,1.166470108,1438,-3475.972458,-2.417227022
67,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.15983731,16.02214298,0.15983731,3.1875,0.316007178,40053,2661.591233,0.066451732
68,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.021786302,1.693163931,0.021786302,3.935483871,0.415560518,4234,860.4067968,0.203213698
69,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.731162194,12.28866358,-0.731162194,3.262626263,0.378520743,30724,29378.02178,0.956191309
70,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.403931921,4.395206349,0.403931921,3.848484848,0.400311966,10977,-1964.133588,-0.178931729
73,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.390281861,43.48295276,0.390281861,4.586206897,0.411628145,108701,-17935.86196,-0.165001812
74,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.217532418,12.75387224,-0.217532418,12.88118812,0.323711064,31883,14138.63103,0.443453597
75,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.056341986,13.74804604,-0.056341986,3,0.336841281,34363,9667.797289,0.281343226
76,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.033866982,3.695626372,-0.033866982,81.85964912,0.628481368,9235,2432.122148,0.263359193
77,Bouwland,"Aardappelen, poot NAK",2015,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.539828427,3.980517741,0.539828427,3.184615385,0.467697011,9952,-3133.137031,-0.314824862
78,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.665102998,2.10027249,0.665102998,4.529411765,0.651736888,5253,-2311.860996,-0.440102988
79,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-1.733418879,8.028040398,-1.733418879,4.74015748,0.486437459,20072,39309.5412,1.958426724
81,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.06157497,0.734559019,0.06157497,4,0.526764436,1836,334.989838,0.182456339
82,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.417211788,3.615552364,0.417211788,3.310344828,0.443804287,9036,-1736.712687,-0.192199279
83,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.176337319,8.703312051,0.176337319,4,0.268670831,21761,1058.957093,0.048663071
84,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.258373806,1.513048644,0.258373806,4,0.458873686,3787,-123.5305529,-0.032619634
85,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.440144903,3.318551586,-0.440144903,4,0.860114249,8313,5541.347385,0.666588161
86,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-1.525943086,2.778619817,-1.525943086,4,0.496026286,6947,12163.89849,1.750957031
87,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.728685496,0.590063102,0.728685496,5,0.440990104,1466,-738.1082517,-0.503484483
88,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.349447467,3.145986041,0.349447467,4,0.290120103,7862,-978.4060102,-0.12444747
89,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,0.052091018,3.430792752,0.052091018,4,0.529348748,8568,1481.514505,0.172912524
90,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.003552134,1.898901996,-0.003552134,177.6129032,0.472032806,4746,1084.721448,0.228554877
91,Bouwland,"Aardappelen, consumptie",2014,,Definitief,,Aardappelen - All variations POTATOES — basic_crop_registratio_plots__crop_registration_plots_,F:/1 - Thesis/Field data/Crop/Aardappelen - All variations POTATOES.gpkg|layername=basic_crop_registratio_plots__crop_registration_plots_,-0.118161057,4.67967519,-0.118161057,4,0.32125442,11706,4017.045424,0.343161236
